same_education_req|var_pop|agegroup|closest_relative_group|relative_group|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
no|bd_21#prev_2021|0-24|father|case|cci_g|cci_g: +3|195 (2.8)|2.80051701852649||195
no|bd_21#prev_2021|0-24|father|case|cci_g|cci_g: 0|5,722 (82.2)|82.1772224615826||5722
no|bd_21#prev_2021|0-24|father|case|cci_g|cci_g: 1-2|1,046 (15.0)|15.0222605198908||1046
no|bd_21#prev_2021|0-24|father|case|age_index|age_index|53.2 (48.8;57.3)|48.827868852459|57.3287671232876|53.178082192
no|bd_21#prev_2021|0-24|father|case|education_level|education_level: title||||
no|bd_21#prev_2021|0-24|father|case|education_level|education_level: long_education|1,693 (24.3)|24.3142323711044||1693
no|bd_21#prev_2021|0-24|father|case|education_level|education_level: medium_education|3,397 (48.8)|48.7864426253051||3397
no|bd_21#prev_2021|0-24|father|case|education_level|education_level: no_education|201 (2.9)|2.88668677294269||201
no|bd_21#prev_2021|0-24|father|case|education_level|education_level: short_education|1,672 (24.0)|24.0126382306477||1672
no|bd_21#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: title||||
no|bd_21#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: father|6,963 (100.0)|100||6963
no|bd_21#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|father|control|__n|__n|6,963 (100.0)|100||6963
no|bd_21#prev_2021|0-24|father|control|male|male|6,963 (100.0)|100||6963
no|bd_21#prev_2021|0-24|father|control|cci_g|cci_g: title||||
no|bd_21#prev_2021|0-24|father|control|cci_g|cci_g: +3|141 (2.0)|2.02498922878069||141
no|bd_21#prev_2021|0-24|father|control|cci_g|cci_g: 0|5,923 (85.1)|85.0639092345253||5923
no|bd_21#prev_2021|0-24|father|control|cci_g|cci_g: 1-2|899 (12.9)|12.9111015366939||899
no|bd_21#prev_2021|0-24|father|control|age_index|age_index|53.1 (49.2;57.1)|49.1698630136986|57.0547945205479|53.123287671
no|bd_21#prev_2021|0-24|father|control|education_level|education_level: title||||
no|bd_21#prev_2021|0-24|father|control|education_level|education_level: long_education|1,865 (26.8)|26.7844319977021||1865
no|bd_21#prev_2021|0-24|father|control|education_level|education_level: medium_education|3,636 (52.2)|52.2188711762171||3636
no|bd_21#prev_2021|0-24|father|control|education_level|education_level: no_education|214 (3.1)|3.07338790751113||214
no|bd_21#prev_2021|0-24|father|control|education_level|education_level: short_education|1,248 (17.9)|17.9233089185695||1248
no|bd_21#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: title||||
no|bd_21#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: father|6,963 (100.0)|100||6963
no|bd_21#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|case|__n|__n|7,571 (100.0)|100||7571
no|bd_21#prev_2021|0-24|mother|case|male|male|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|case|cci_g|cci_g: title||||
no|bd_21#prev_2021|0-24|mother|case|cci_g|cci_g: +3|126 (1.7)|1.66424514595165||126
no|bd_21#prev_2021|0-24|mother|case|cci_g|cci_g: 0|6,260 (82.7)|82.6839255052172||6260
no|bd_21#prev_2021|0-24|mother|case|cci_g|cci_g: 1-2|1,185 (15.7)|15.651829348831||1185
no|bd_21#prev_2021|0-24|mother|case|age_index|age_index|50.5 (46.5;54.6)|46.545205479452|54.6054794520548|50.479452055
no|bd_21#prev_2021|0-24|mother|case|education_level|education_level: title||||
no|bd_21#prev_2021|0-24|mother|case|education_level|education_level: long_education|2,496 (33.0)|32.9679038436137||2496
no|bd_21#prev_2021|0-24|mother|case|education_level|education_level: medium_education|3,358 (44.4)|44.3534539690925||3358
no|bd_21#prev_2021|0-24|mother|case|education_level|education_level: no_education|162 (2.1)|2.1397437590807||162
no|bd_21#prev_2021|0-24|mother|case|education_level|education_level: short_education|1,555 (20.5)|20.5388984282129||1555
no|bd_21#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: title||||
no|bd_21#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: mother|7,571 (100.0)|100||7571
no|bd_21#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|control|__n|__n|7,571 (100.0)|100||7571
no|bd_21#prev_2021|0-24|mother|control|male|male|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|control|cci_g|cci_g: title||||
no|bd_21#prev_2021|0-24|mother|control|cci_g|cci_g: +3|116 (1.5)|1.53216219786025||116
no|bd_21#prev_2021|0-24|mother|control|cci_g|cci_g: 0|6,482 (85.6)|85.6161669528463||6482
no|bd_21#prev_2021|0-24|mother|control|cci_g|cci_g: 1-2|973 (12.9)|12.8516708492933||973
no|bd_21#prev_2021|0-24|mother|control|age_index|age_index|50.9 (47.1;54.6)|47.117808219178|54.6164383561643|50.890410959
no|bd_21#prev_2021|0-24|mother|control|education_level|education_level: title||||
no|bd_21#prev_2021|0-24|mother|control|education_level|education_level: long_education|2,808 (37.1)|37.0888918240655||2808
no|bd_21#prev_2021|0-24|mother|control|education_level|education_level: medium_education|3,401 (44.9)|44.9214106458856||3401
no|bd_21#prev_2021|0-24|mother|control|education_level|education_level: no_education|123 (1.6)|1.62462026152423||123
no|bd_21#prev_2021|0-24|mother|control|education_level|education_level: short_education|1,239 (16.4)|16.3650772685246||1239
no|bd_21#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: title||||
no|bd_21#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: mother|7,571 (100.0)|100||7571
no|bd_21#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
no|bd_21#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#prev_2021|25-64|closest_relative|case|__n|__n|40,090 (100.0)|100||40090
no|bd_21#prev_2021|25-64|closest_relative|case|male|male|16,748 (41.8)|41.7760039910202||16748
no|bd_21#prev_2021|25-64|closest_relative|case|cci_g|cci_g: title||||
no|bd_21#prev_2021|25-64|closest_relative|case|cci_g|cci_g: +3|1,838 (4.6)|4.58468445996507||1838
no|bd_21#prev_2021|25-64|closest_relative|case|cci_g|cci_g: 0|30,776 (76.8)|76.7672736343227||30776
no|bd_21#prev_2021|25-64|closest_relative|case|cci_g|cci_g: 1-2|7,476 (18.6)|18.6480419057121||7476
no|bd_21#prev_2021|25-64|closest_relative|case|age_index|age_index|56.5 (43.7;65.4)|43.6931506849315|65.3561643835616|56.469945355
no|bd_21#prev_2021|25-64|closest_relative|case|education_level|education_level: title||||
no|bd_21#prev_2021|25-64|closest_relative|case|education_level|education_level: long_education|9,492 (23.7)|23.6767273634322||9492
no|bd_21#prev_2021|25-64|closest_relative|case|education_level|education_level: medium_education|17,284 (43.1)|43.112995759541||17284
no|bd_21#prev_2021|25-64|closest_relative|case|education_level|education_level: no_education|1,708 (4.3)|4.26041406834622||1708
no|bd_21#prev_2021|25-64|closest_relative|case|education_level|education_level: short_education|11,606 (28.9)|28.9498628086804||11606
no|bd_21#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: title||||
no|bd_21#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: parent|16,754 (41.8)|41.7909703167872||16754
no|bd_21#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: partner|11,174 (27.9)|27.8722873534547||11174
no|bd_21#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: sibling|12,162 (30.3)|30.336742329758||12162
no|bd_21#prev_2021|25-64|closest_relative|control|__n|__n|40,090 (100.0)|100||40090
no|bd_21#prev_2021|25-64|closest_relative|control|male|male|16,511 (41.2)|41.1848341232227||16511
no|bd_21#prev_2021|25-64|closest_relative|control|cci_g|cci_g: title||||
no|bd_21#prev_2021|25-64|closest_relative|control|cci_g|cci_g: +3|1,641 (4.1)|4.09329009728111||1641
no|bd_21#prev_2021|25-64|closest_relative|control|cci_g|cci_g: 0|31,262 (78.0)|77.9795460214517||31262
no|bd_21#prev_2021|25-64|closest_relative|control|cci_g|cci_g: 1-2|7,187 (17.9)|17.9271638812671||7187
no|bd_21#prev_2021|25-64|closest_relative|control|age_index|age_index|56.9 (44.8;65.4)|44.7677595628415|65.3671232876712|56.866120219
no|bd_21#prev_2021|25-64|closest_relative|control|education_level|education_level: title||||
no|bd_21#prev_2021|25-64|closest_relative|control|education_level|education_level: long_education|10,959 (27.3)|27.3359940134697||10959
no|bd_21#prev_2021|25-64|closest_relative|control|education_level|education_level: medium_education|17,906 (44.7)|44.6645048640558||17906
no|bd_21#prev_2021|25-64|closest_relative|control|education_level|education_level: no_education|1,539 (3.8)|3.8388625592417||1539
no|bd_21#prev_2021|25-64|closest_relative|control|education_level|education_level: short_education|9,686 (24.2)|24.1606385632327||9686
no|bd_21#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: title||||
no|bd_21#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_21#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: parent|16,754 (41.8)|41.7909703167872||16754
no|bd_21#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: partner|11,174 (27.9)|27.8722873534547||11174
no|bd_21#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: sibling|12,162 (30.3)|30.336742329758||12162
no|bd_21#prev_2021|65+|closest_relative|case|__n|__n|5,443 (100.0)|100||5443
no|bd_21#prev_2021|65+|closest_relative|case|male|male|2,967 (54.5)|54.5103803049788||2967
no|bd_21#prev_2021|65+|closest_relative|case|cci_g|cci_g: title||||
no|bd_21#prev_2021|65+|closest_relative|case|cci_g|cci_g: +3|274 (5.0)|5.03398860922285||274
no|bd_21#prev_2021|65+|closest_relative|case|cci_g|cci_g: 0|4,221 (77.5)|77.5491456917141||4221
no|bd_21#prev_2021|65+|closest_relative|case|cci_g|cci_g: 1-2|948 (17.4)|17.416865699063||948
no|bd_21#prev_2021|65+|closest_relative|case|age_index|age_index|54.5 (45.6;67.6)|45.5890410958904|67.5808219178082|54.465753425
no|bd_21#prev_2021|65+|closest_relative|case|education_level|education_level: title||||
no|bd_21#prev_2021|65+|closest_relative|case|education_level|education_level: long_education|1,568 (28.8)|28.8076428440198||1568
no|bd_21#prev_2021|65+|closest_relative|case|education_level|education_level: medium_education|2,401 (44.1)|44.1117031049053||2401
no|bd_21#prev_2021|65+|closest_relative|case|education_level|education_level: no_education|195 (3.6)|3.58258313430093||195
no|bd_21#prev_2021|65+|closest_relative|case|education_level|education_level: short_education|1,279 (23.5)|23.4980709167738||1279
no|bd_21#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: title||||
no|bd_21#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: child|3,657 (67.2)|67.1872129340437||3657
no|bd_21#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: partner|1,786 (32.8)|32.8127870659562||1786
no|bd_21#prev_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_21#prev_2021|65+|closest_relative|control|__n|__n|5,443 (100.0)|100||5443
no|bd_21#prev_2021|65+|closest_relative|control|male|male|2,898 (53.2)|53.2426970420724||2898
no|bd_21#prev_2021|65+|closest_relative|control|cci_g|cci_g: title||||
no|bd_21#prev_2021|65+|closest_relative|control|cci_g|cci_g: +3|232 (4.3)|4.26235531875803||232
no|bd_21#prev_2021|65+|closest_relative|control|cci_g|cci_g: 0|4,259 (78.2)|78.2472900973727||4259
no|bd_21#prev_2021|65+|closest_relative|control|cci_g|cci_g: 1-2|952 (17.5)|17.4903545838691||952
no|bd_21#prev_2021|65+|closest_relative|control|age_index|age_index|54.5 (45.4;68.0)|45.4|68.0300546448087|54.534246575
no|bd_21#prev_2021|65+|closest_relative|control|education_level|education_level: title||||
no|bd_21#prev_2021|65+|closest_relative|control|education_level|education_level: long_education|1,665 (30.6)|30.5897483005695||1665
no|bd_21#prev_2021|65+|closest_relative|control|education_level|education_level: medium_education|2,642 (48.5)|48.5394084144773||2642
no|bd_21#prev_2021|65+|closest_relative|control|education_level|education_level: no_education|150 (2.8)|2.75583318023149||150
no|bd_21#prev_2021|65+|closest_relative|control|education_level|education_level: short_education|986 (18.1)|18.1150101047216||986
no|bd_21#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: title||||
no|bd_21#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: child|3,657 (67.2)|67.1872129340437||3657
no|bd_21#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
no|bd_21#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
no|bd_21#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
no|bd_21#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: partner|1,786 (32.8)|32.8127870659562||1786
no|bd_21#prev_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
no|bd_22#inc_2016_2021|0-24|father|case|__n|__n|37,378 (100.0)|100||37378
no|bd_22#inc_2016_2021|0-24|father|case|male|male|37,378 (100.0)|100||37378
no|bd_22#inc_2016_2021|0-24|father|case|cci_g|cci_g: title||||
no|bd_22#inc_2016_2021|0-24|father|case|cci_g|cci_g: +3|505 (1.4)|1.35106212210391||505
no|bd_22#inc_2016_2021|0-24|father|case|cci_g|cci_g: 0|32,865 (87.9)|87.926052758307||32865
no|bd_22#inc_2016_2021|0-24|father|case|cci_g|cci_g: 1-2|4,008 (10.7)|10.722885119589||4008
no|bd_22#inc_2016_2021|0-24|father|case|age_index|age_index|49.3 (43.9;54.1)|43.8630136986301|54.1248970731342|49.343476308
no|bd_22#inc_2016_2021|0-24|father|case|education_level|education_level: title||||
no|bd_22#inc_2016_2021|0-24|father|case|education_level|education_level: long_education|9,496 (25.4)|25.4053186366311||9496
no|bd_22#inc_2016_2021|0-24|father|case|education_level|education_level: medium_education|18,750 (50.2)|50.163197602868||18750
no|bd_22#inc_2016_2021|0-24|father|case|education_level|education_level: no_education|896 (2.4)|2.39713200278238||896
no|bd_22#inc_2016_2021|0-24|father|case|education_level|education_level: short_education|8,236 (22.0)|22.0343517577184||8236
no|bd_22#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: title||||
no|bd_22#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
no|bd_22#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: father|37,378 (100.0)|100||37378
no|bd_22#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
